HOW,how,s,,0
Who,who,s,,0
envy,envy,s,Negative_Relation,0
her,her,s,PersonPronoun,0
the,the,s,,0
Princesses,princesses,s,PersonProperty,0
Affection,affection,c,Positivity,0
.,.,nn,,0
Was,was,s,ProjectBack,0
it,it,s,,0
not,not,s,DenyDisclaim,0
an,an,s,DenyDisclaim,1
Affront,affront,s,Negative_Relation,0
to,to,s,Generalization,0
all,all,s,Generalization,1
the,the,s,CommonAuthorities,0
Court,court,c,CommonAuthorities,1
",",",",n,,0
To,to,s,,0
bring,bring,s,,0
her,her,s,PersonPronoun,0
here,here,s,SpaceRelation,0
as,as,s,Resemblances,0
in,in,s,Resemblances,1
defiance,defiance,s,Resistance,0
to,to,s,Resistance,1
us,us,c,Inclusive,0
;,;,n,,0
As,as,s,Resemblances,0
if,if,s,Resemblances,1
she,she,s,PrivateThinking,0
thought,thought,s,PrivateThinking,1
none,none,s,DenyDisclaim,0
of,of,s,DenyDisclaim,1
us,us,s,Inclusive,0
worth,worth,s,Positivity,0
her,her,s,Positivity,1
Love,love,c,Positivity,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
one,one,s,DenyDisclaim,1
in,in,s,,0
Portugal,portugal,s,,0
for,for,s,SubjectivePercept,0
her,her,s,SubjectivePercept,1
Converse,converse,c,AbstractConcepts,0
.,.,nn,,0
Their,their,s,ReportingStates,0
being,being,s,ReportingStates,1
bred,bred,s,ReportingEvents,0
from,from,s,,0
Infancy,infancy,s,PersonProperty,0
together,together,c,Inclusive,0
",",",",n,,0
Might,might,s,Contingency,0
make,make,s,Contingency,1
it,it,s,,0
difficult,difficult,s,Negativity,0
to,to,s,Negativity,1
separate,separate,c,ReportingEvents,0
;,;,n,,0
And,and,s,Sequence,0
then,then,s,Sequence,1
their,their,s,PersonPronoun,0
near,near,s,SubjectivePercept,0
Relation,relation,c,SubjectivePercept,1
.,.,nn,,0
A,a,s,,0
Princess,princess,c,PersonProperty,0
",",",",s,,0
must,must,s,Insist,0
have,have,s,,0
none,none,c,DenyDisclaim,0
;,;,n,,0
She,she,s,PersonPronoun,0
came,came,s,ReportingEvents,0
to,to,s,,0
wear,wear,s,CommonAuthorities,0
the,the,s,CommonAuthorities,1
Crown,crown,s,CommonAuthorities,2
of,of,s,,0
Portugal,portugal,c,,0
",",",",n,,0
And,and,s,Sequence,0
then,then,c,Sequence,1
",",",",s,Future_Question,0
should,should,s,Future_Question,1
have,have,s,,0
renounced,renounced,s,ReportingEvents,0
all,all,s,Generalization,0
other,other,s,Generalization,1
Claims,claims,c,Contested_Citation,0
:,:,n,Contested_Citation,1
She,she,s,PersonPronoun,0
',',c,,0
as,as,s,Immediacy,0
now,now,c,Immediacy,1
",",",",s,,0
new,new,s,SenseObject,0
Friends,friends,c,SenseObject,1
",",",",s,,0
new,new,s,,0
Country,country,c,AbstractConcepts,0
",",",",s,,0
new,new,s,,0
Relations,relations,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
should,should,s,Insist,0
forget,forget,s,Negativity,0
the,the,s,Negativity,1
Old,old,c,SenseProperty,0
;,;,s,,0
not,not,s,DenyDisclaim,0
be,be,s,DenyDisclaim,1
a,a,s,DenyDisclaim,2
Spaniard,spaniard,s,PersonProperty,0
here,here,c,SpaceRelation,0
.,.,nn,,0
These,these,s,Immediacy,0
lines,lines,s,SpaceRelation,0
will,will,s,PredictedFuture,0
make,make,s,ReportingEvents,0
her,her,s,PersonPronoun,0
wish,wish,s,SubjectivePercept,0
she,she,s,ProjectBack,0
had,had,s,ProjectBack,1
forgot,forgot,s,Negativity,0
',',c,,0
em,em,c,SpaceRelation,0
.,.,n,,0
Methinks,methinks,s,SelfDisclosure,0
I,i,s,FirstPer,0
pity,pity,s,Sad,0
her,her,c,PersonPronoun,0
.,.,nn,,0
All,all,s,Generalization,0
that,that,s,Generalization,1
can,can,s,Contingency,0
contribute,contribute,s,StandardsPos,0
to,to,s,StandardsPos,1
Plague,plague,s,Negativity,0
the,the,s,,0
Prince,prince,n,PersonProperty,0
Is,is,s,Positivity,0
grateful,grateful,s,Positivity,1
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Thoughts,thoughts,c,PrivateThinking,0
:,:,s,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
his,his,s,PersonPronoun,0
temper,temper,c,AbstractConcepts,0
;,;,n,,0
The,the,s,,0
Princesses,princesses,s,PersonProperty,0
regrets,regrets,s,Reluctance,0
will,will,s,PredictedFuture,0
most,most,s,Comparison,0
torment,torment,s,Negativity,0
him,him,c,PersonPronoun,0
;,;,n,,0
And,and,s,Sequence,0
then,then,s,Sequence,1
to,to,s,,0
lose,lose,s,Negativity,0
his,his,s,Negativity,1
Mistress,mistress,c,PersonProperty,0
;,;,s,,0
shall,shall,s,Future_Question,0
I,i,s,Future_Question,1
see,see,n,,0
The,the,s,,0
faithless,faithless,s,StandardsNeg,0
Traitor,traitor,c,StandardsNeg,0
",",",",s,,0
who,who,s,,0
abandoned,abandoned,s,Anger,0
me,me,c,Anger,1
",",",",n,,0
Punished,punished,s,Negativity,0
in,in,s,Comparison,0
the,the,s,Comparison,1
same,same,s,Comparison,2
kind,kind,c,Positivity,0
",",",",s,,0
Lose,lose,s,Negativity,0
her,her,s,Negativity,1
he,he,s,PersonPronoun,0
Loves,loves,c,Positivity,0
:,:,n,,0
That,that,c,,0
",",",",s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
the,the,s,Specifiers,2
pleasing,pleasing,s,Positivity,0
part,part,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
Not,not,s,DenyDisclaim,0
all,all,s,DenyDisclaim,1
you,you,s,DirectAddress,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
Contrived,contrived,c,ReportingStates,0
",",",",s,ReportingStates,1
or,or,s,,0
Wished,wished,s,ProjectAhead,0
to,to,s,ProjectAhead,1
happen,happen,c,Contingency,0
;,;,n,,0
Could,could,s,Contingency,0
more,more,s,Comparison,0
effectually,effectually,s,StandardsPos,0
have,have,s,,0
punished,punished,s,Negativity,0
both,both,c,,0
:,:,n,,0
Fortune,fortune,s,ProjectAhead,0
indeed,indeed,s,Intensity,0
has,has,s,,0
laid,laid,s,Narrative_Verbs,0
a,a,s,Narrative_Verbs,1
brave,brave,s,StandardsPos,0
Foundation,foundation,c,AbstractConcepts,0
",",",",n,,0
Whereon,whereon,s,CommonAuthorities,0
to,to,s,,0
Build,build,c,ReportingEvents,0
",",",",s,,0
what,what,s,,0
Hate,hate,s,Negativity,0
can,can,s,Contingency,0
make,make,s,DirectAddress,0
you,you,s,DirectAddress,1
aim,aim,s,ProjectAhead,0
at,at,c,ProjectAhead,1
.,.,nn,Resistance,0
But,but,s,Resistance,1
I,i,s,Insist,0
must,must,s,Insist,1
raise,raise,s,ReportingEvents,0
the,the,s,,0
Structure,structure,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
I,i,s,Metadiscourse,0
Will,will,s,Metadiscourse,1
do,do,s,Metadiscourse,2
it,it,c,,0
",",",",n,,0
With,with,s,,0
so,so,s,Intensity,0
much,much,s,Intensity,1
Care,care,c,StandardsPos,0
",",",",s,,0
with,with,s,,0
so,so,s,Intensity,0
much,much,s,Intensity,1
Artful,artful,s,StandardsPos,0
Strength,strength,c,AbstractConcepts,0
",",",",n,,0
Not,not,s,DenyDisclaim,0
all,all,s,DenyDisclaim,1
their,their,s,PersonPronoun,0
force,force,s,,0
and,and,s,,0
cunning,cunning,s,Negativity,0
shall,shall,s,ProjectAhead,0
destroy,destroy,s,Negativity,0
it,it,c,,0
!,!,n,,0
Revenge,revenge,s,Resistance,0
is,is,s,ReportingStates,0
Justice,justice,c,StandardsPos,0
",",",",s,,0
Born,born,s,Biographical_Time,0
in,in,s,Biographical_Time,1
Noble,noble,s,StandardsPos,0
Souls,souls,c,Disclosure,0
;,;,n,,0
',',c,,0
Twas,twas,s,ProjectBack,0
some,some,s,Uncertainty,0
mean,mean,s,,0
Spirited,spirited,s,Positivity,0
Fool,fool,s,Negativity,0
that,that,s,,0
first,first,s,Sequence,0
taught,taught,s,ReportingEvents,0
Patience,patience,c,StandardsPos,0
",",",",n,,0
Weak,weak,s,Negativity,0
Cowardice,cowardice,c,Anger,0
",",",",s,,0
that,that,s,,0
Preached,preached,s,Citations,0
up,up,s,,0
dull,dull,s,SenseProperty,0
Forgiveness,forgiveness,c,Reassure,0
",",",",n,,0
And,and,s,,0
called,called,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
lasie,lasie,s,UNRECOGNIZED,0
Impotence,impotence,c,StandardsNeg,0
",",",",s,,0
a,a,s,,0
Virtue,virtue,c,StandardsPos,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
Vice,vice,s,AbstractConcepts,0
to,to,s,,0
leave,leave,s,,0
such,such,s,Intensity,0
Injuries,injuries,s,StandardsNeg,0
unpunished,unpunished,c,Negative_Relation,0
;,;,n,,0
',',c,,0
Twould,twould,s,UNRECOGNIZED,0
make,make,s,ReportingEvents,0
all,all,s,,0
Men,men,s,PersonProperty,0
be,be,s,ReportingStates,0
Faithless,faithless,s,StandardsNeg,0
as,as,s,,0
the,the,s,,0
Prince,prince,c,PersonProperty,0
",",",",n,,0
If,if,s,Contingency,0
Women,women,s,PersonProperty,0
bore,bore,s,Narrative_Verbs,0
their,their,s,Narrative_Verbs,1
Wrongs,wrongs,s,StandardsNeg,0
without,without,s,Contingency,0
return,return,c,RecurringEvents,0
.,.,nn,,0
Ye,ye,s,OralCues,0
Gods,gods,c,CommonAuthorities,0
!,!,s,,0
Was,was,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
a,a,s,SenseObject,0
Trifle,trifle,s,SenseObject,1
to,to,s,GenericEvents,0
be,be,s,GenericEvents,1
played,played,s,SpaceRelation,0
with,with,c,SpaceRelation,1
",",",",n,,0
Fit,fit,s,ReportingEvents,0
but,but,s,Resistance,0
to,to,s,Resistance,1
entertain,entertain,s,Positivity,0
his,his,s,PersonPronoun,0
leisure,leisure,s,TimeDuration,0
hours,hours,c,TimeDuration,1
;,;,n,Resistance,0
But,but,s,Resistance,1
I,i,s,SelfDisclosure,0
Have,have,s,SelfDisclosure,1
recalled,recalled,s,ProjectBack,0
the,the,s,ProjectBack,1
Heart,heart,s,SenseObject,0
he,he,s,PersonPronoun,0
Fooled,fooled,s,Negativity,0
away,away,c,Negativity,1
;,;,n,,0
And,and,s,Immediacy,0
now,now,s,Immediacy,1
it,it,s,,0
is,is,s,ReportingStates,0
filled,filled,s,SenseProperty,0
with,with,s,SenseProperty,1
Fury,fury,s,Anger,0
and,and,s,,0
Revenge,revenge,c,Resistance,0
",",",",n,,0
He,he,s,PersonPronoun,0
Will,will,s,PredictedFuture,0
find,find,s,,0
Elvira,elvira,s,UNRECOGNIZED,0
can,can,s,Confidence,0
do,do,s,Confidence,1
more,more,c,Comparison,0
",",",",s,,0
more,more,c,Comparison,0
",",",",s,,0
than,than,s,Comparison,0
amuse,amuse,s,Positivity,0
him,him,c,PersonPronoun,0
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
What,what,s,,0
method,method,s,AbstractConcepts,0
in,in,s,,0
this,this,s,,0
great,great,s,Intensity,0
design,design,n,AbstractConcepts,0
Will,will,s,PredictedFuture,0
your,your,s,DirectAddress,0
just,just,s,DirectAddress,1
Anger,anger,s,Anger,0
take,take,c,ReportingEvents,0
?,?,nn,Question,0
Bianea,bianea,c,UNRECOGNIZED,0
;,;,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
found,found,s,ReportingEvents,0
thee,thee,s,DirectAddress,0
Faithful,faithful,c,StandardsPos,0
",",",",n,,0
And,and,s,,0
may,may,s,Contingency,0
have,have,s,Contingency,1
need,need,s,Insist,0
of,of,s,,0
thee,thee,c,DirectAddress,0
.,.,nn,,0
Madam,madam,c,PersonProperty,0
",",",",s,,0
Did,did,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
my,my,s,SelfDisclosure,0
Inclination,inclination,s,SelfDisclosure,1
tie,tie,s,SenseObject,0
me,me,c,FirstPer,0
",",",",n,,0
Your,your,s,DirectAddress,0
Bounty,bounty,s,StandardsPos,0
has,has,s,,0
engaged,engaged,s,ReportingEvents,0
me,me,s,FirstPer,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
Service,service,c,StandardsPos,0
.,.,nn,,0
Be,be,s,ReportingStates,0
confident,confident,s,StandardsPos,0
of,of,s,Curiosity,0
what,what,s,Curiosity,1
I,i,s,Contingency,0
can,can,s,Contingency,1
do,do,s,DirectAddress,0
for,for,s,DirectAddress,1
you,you,c,DirectAddress,2
;,;,n,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
Antonio,antonio,s,UNRECOGNIZED,0
fain,fain,s,Positivity,0
would,would,s,ProjectBack,0
Marry,marry,s,Positivity,0
you,you,c,DirectAddress,0
",",",",n,Resistance,0
But,but,s,Resistance,1
that,that,s,Resistance,2
his,his,s,PersonPronoun,0
Friends,friends,s,StandardsPos,0
oppose,oppose,s,Resistance,0
it,it,c,,0
.,.,n,,0
I,i,s,FirstPer,0
Will,will,s,DirectAddress,0
make,make,s,DirectAddress,1
your,your,s,DirectAddress,2
Fortune,fortune,s,ProjectAhead,0
fit,fit,s,StandardsPos,0
for,for,s,StandardsPos,1
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Match,match,c,SenseObject,0
",",",",n,Aside,0
Which,which,s,Aside,1
Love,love,c,Positivity,0
",",",",s,,0
or,or,s,,0
your,your,s,DirectAddress,0
Ambition,ambition,c,DirectAddress,1
",",",",s,,0
makes,makes,s,DirectAddress,0
you,you,s,DirectAddress,1
Covet,covet,c,SubjectivePercept,0
.,.,nn,DirectAddress,0
Let,let,s,DirectAddress,1
your,your,s,DirectAddress,2
Commands,commands,s,CommonAuthorities,0
be,be,s,ReportingStates,0
(,(,c,,0
...,...,c,UNRECOGNIZED,0
),),s,,0
so,so,s,,0
hazardous,hazardous,c,Negativity,0
",",",",n,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
not,not,s,PredictedFuture,1
fail,fail,s,StandardsNeg,0
To,to,s,StandardsNeg,1
Obey,obey,s,CommonAuthorities,0
you,you,c,DirectAddress,0
.,.,nn,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
resolve,resolve,s,StandardsPos,0
on,on,s,Curiosity,0
what,what,s,Curiosity,1
I,i,s,SelfReluctance,0
have,have,s,SelfReluctance,1
to,to,s,SelfReluctance,2
do,do,c,GenericEvents,0
",",",",n,GenericEvents,1
Till,till,s,TimeShift,0
I,i,s,TimeShift,1
shall,shall,s,ProjectAhead,0
know,know,s,Confidence,0
the,the,s,Confidence,1
Princesses,princesses,s,PersonProperty,0
Resentments,resentments,c,Anger,0
:,:,n,,0
She,she,s,Updates,0
Is,is,s,Updates,1
wishing,wishing,s,SubjectivePercept,0
with,with,s,,0
impatience,impatience,s,Negativity,0
for,for,s,Negativity,1
your,your,s,DirectAddress,0
coming,coming,c,GenericEvents,0
",",",",n,,0
Fond,fond,s,Positivity,0
of,of,s,Positivity,1
discov'ring,discov'ring,s,UNRECOGNIZED,0
what,what,s,PredictedFuture,0
she,she,s,PredictedFuture,1
will,will,s,PredictedFuture,2
grieve,grieve,s,Sad,0
to,to,s,,0
find,find,c,,0
;,;,n,,0
Be,be,s,Confidence,0
sure,sure,s,Confidence,1
seem,seem,s,Uncertainty,0
not,not,s,DenyDisclaim,0
to,to,s,DenyDisclaim,1
know,know,s,Confidence,0
what,what,s,Confidence,1
is,is,s,ReportingStates,0
in,in,s,In_Media,0
the,the,s,In_Media,1
Paper,paper,c,In_Media,2
.,.,nn,,0
By,by,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
means,means,c,DenyDisclaim,2
",",",",s,,0
Madam,madam,c,PersonProperty,0
.,.,nn,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
to,to,s,PredictedFuture,1
my,my,s,FirstPer,0
Brother,brother,c,PersonProperty,0
;,;,n,,0
And,and,s,,0
tell,tell,s,,0
him,him,s,PersonPronoun,0
of,of,s,,0
the,the,s,,0
Prince's,prince's,s,,0
Love,love,s,Positivity,0
to,to,s,Positivity,1
Agnes,agnes,c,UNRECOGNIZED,0
:,:,n,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
his,his,s,PersonPronoun,0
boundless,boundless,s,Intensity,0
Rage,rage,s,Anger,0
and,and,s,,0
Jealousy,jealousy,n,Negative_Relation,0
Will,will,s,PredictedFuture,0
soon,soon,s,PredictedFuture,1
inspire,inspire,s,StandardsPos,0
him,him,s,PersonPronoun,0
with,with,s,,0
some,some,s,Uncertainty,0
Resolution,resolution,c,StandardsPos,0
",",",",n,,0
That,that,s,Insist,0
must,must,s,Insist,1
be,be,s,Insist,2
fatal,fatal,s,Negativity,0
to,to,s,,0
the,the,s,,0
Prince,prince,c,PersonProperty,0
